"Nombre","Waze"
"Finca Los Vientos - Santa Ana","https://www.waze.com/ul?ll=9.74424628482136%2C-83.9258325683341&navigate=yes"
"FINCA POZA GUÁCIMO - Pococí","https://www.waze.com/ul?ll=10.473523%2C-84.0167423&navigate=yes"
"Finca Retos del Irazú","https://www.waze.com/ul?ll=9.947326%2C-83.878105&navigate=yes"
"Finca San Gerardo","https://www.waze.com/ul?ll=10.033%2C-84.535&navigate=yes"
"Finca Vikingos","https://www.waze.com/ul?ll=10.061259%2C-84.135562&navigate=yes"
"Gavilán: Termales escondidos entre lluvia y queso artesanal","https://www.waze.com/ul?ll=10.881%2C-85.352&navigate=yes"
"Golfito – Más que electrodomésticos, ¡un paraíso de naturaleza marina! 🐋🌴","https://www.waze.com/ul?ll=8.604%2C-83.113&navigate=yes"
"GuanaGlamp Huacas","https://www.waze.com/ul?ll=10.3451487%2C-85.7723592&navigate=yes"
"GUIONES & PELADA","https://www.waze.com/ul?ll=9.946%2C-85.671&navigate=yes"
"Hornillas – Volcán Miravalles","https://www.waze.com/ul?ll=10.713%2C-85.177&navigate=yes"
"Humedal Nacional Térraba-Sierpe","https://www.waze.com/ul?ll=8.8966888%2C-83.473969&navigate=yes"
"Isla Chiquita","https://www.waze.com/ul?ll=9.839773%2C-84.894481&navigate=yes"
"Isla Jesusita","https://www.waze.com/ul?ll=9.83%2C-84.904&navigate=yes"
"Isla San Lucas (Antiguo Penal)","https://www.waze.com/ul?ll=9.9424707%2C-84.9082245&navigate=yes"
"Isla Tortuga","https://www.waze.com/ul?ll=9.768619%2C-84.8930975&navigate=yes"
"Iyok Ami","https://www.waze.com/ul?ll=9.6393747%2C-83.8420437&navigate=yes"
"Jacó & Herradura - Puntarenas","https://www.waze.com/ul?ll=9.6541742%2C-84.6636049&navigate=yes"
"Jardín Botánico Lankester","https://www.waze.com/ul?ll=9.8403%2C-83.8906&navigate=yes"
"Kayak Isla San Lucas & Golfo","https://www.waze.com/ul?ll=9.8697502%2C-85.0580083&navigate=yes"
"Kinkara - Peréz Zeledón","https://www.waze.com/ul?ll=9.3620866%2C-83.6238521&navigate=yes"
"La Angelina - Cartago","https://www.waze.com/ul?ll=9.9148304%2C-83.9976423&navigate=yes"
"La Ceiba","https://www.waze.com/ul?ll=9.277%2C-83.799&navigate=yes"
"La Leona – Corcovado","https://www.waze.com/ul?ll=8.4603583%2C-83.4616237&navigate=yes"
"La Lucha - San José","https://www.waze.com/ul?ll=9.719722%2C-83.981389&navigate=yes"
"LA TIGRA SAN CARLOS - ALAJUELA","https://www.waze.com/ul?ll=10.5506353%2C-84.77646&navigate=yes"
"Lago Arenal & Laguna Cote","https://www.waze.com/ul?ll=10.505%2C-84.922&navigate=yes"
"Laguna Congo","https://www.waze.com/ul?ll=10.2831%2C-84.2153&navigate=yes"
"Laguna de Colores","https://www.waze.com/ul?ll=9.995778%2C-83.923981&navigate=yes"
"Laguna Fraijanes - Alajuela","https://www.waze.com/ul?ll=10.1256309%2C-84.1911489&navigate=yes"
"Laguna Hule (Refugio Bosque Alegre)","https://www.waze.com/ul?ll=10.2911%2C-84.2081&navigate=yes"
"Laguna Manuel & Cerro de la Muerte – Santa María de Dota","https://www.waze.com/ul?ll=9.689%2C-83.978&navigate=yes"
"LANGOSTA TAMARINDO - Guanacaste","https://www.waze.com/ul?ll=10.2992746%2C-85.8371058&navigate=yes"
"Las Eólicas de Santa Ana","https://www.waze.com/ul?ll=9.882%2C-84.187&navigate=yes"
"LAS PIEDRITAS - PIEDADES DE SANTA ANA","https://www.waze.com/ul?ll=9.928%2C-84.225&navigate=yes"
"Llanos de Cortés: Catarata con playita escondida y poza secreta en Bagaces, Guanacaste 💦🌴","https://www.waze.com/ul?ll=10.524%2C-85.298&navigate=yes"
"Locos por el Bosque - Coronado","https://www.waze.com/ul?ll=10.031%2C-83.935&navigate=yes"
"Los Chorros – Grecia 🌟 Una joya natural a solo hora y media de San José","https://www.waze.com/ul?ll=10.055%2C-84.279&navigate=yes"
"Macaw Lodge - Turrubares","https://www.waze.com/ul?ll=9.7283892%2C-84.518639&navigate=yes"
"Manuel Antonio y Catarata El Salto","https://www.waze.com/ul?ll=9.397%2C-84.16&navigate=yes"
"Maquengue - Siquirres","https://www.waze.com/ul?ll=10.07%2C-83.616&navigate=yes"
"Marina Bahía Golfito: Aventura, Naturaleza y Lujo en el Golfo Dulce","https://www.waze.com/ul?ll=8.63750239516913%2C-83.1687149319156&navigate=yes"
"Marina Pez Vela (Quepos)","https://www.waze.com/ul?ll=9.4264177%2C-84.1687194&navigate=yes"
"Mi Refugio","https://www.waze.com/ul?ll=9.74424628482136%2C-83.9258325683341&navigate=yes"
"Minas de Hacienda el Rodeo - San José","https://www.waze.com/ul?ll=9.9143307%2C-84.2419551&navigate=yes"
"Mirador del Miro (Jacó)","https://www.waze.com/ul?ll=9.5957875%2C-84.6178967&navigate=yes"
"MIRADOR FINCA DEL ICE - CARTAGO","https://www.waze.com/ul?ll=9.8638091%2C-83.9161935&navigate=yes"
"MISTICO PARK - LA FORTUNA","https://www.waze.com/ul?ll=10.49%2C-84.754&navigate=yes"
"Montañas de Cariblanco","https://www.waze.com/ul?ll=9.8853678%2C-84.1667114&navigate=yes"
"Monteverde Parte 1","https://www.waze.com/ul?ll=10.312%2C-84.818&navigate=yes"
"Monteverde Parte 2","https://www.waze.com/ul?ll=10.362%2C-84.804&navigate=yes"
"MONTEZUMA - Puntarenas","https://www.waze.com/ul?ll=9.6713187%2C-85.0701001&navigate=yes"
"Monumento Nacional Guayabo","https://www.waze.com/ul?ll=9.9709673%2C-83.6950458&navigate=yes"
"Museo de AWA","https://www.waze.com/ul?ll=9.648853%2C-84.410856&navigate=yes"
"Oasis con sabor a Aguacate","https://www.waze.com/ul?ll=9.966%2C-84.473&navigate=yes"
"OCEAN RANCH","https://www.waze.com/ul?ll=9.581%2C-84.543&navigate=yes"
"Oikoumene: Un refugio natural en Ochomogo, Cartago","https://www.waze.com/ul?ll=9.9159487%2C-83.9513826&navigate=yes"
"OLÁN - PUNTARENAS","https://www.waze.com/ul?ll=9.278%2C-83.205&navigate=yes"
"OPEN WATER - Playas del Coco","https://www.waze.com/ul?ll=10.534%2C-85.633&navigate=yes"
"Orchid Garden","https://www.waze.com/ul?ll=9.991443%2C-84.30743&navigate=yes"
"Oxygen Jungle Villas: Un pedacito de Bali en las montañas de Uvita","https://www.waze.com/ul?ll=9.19177187320897%2C-83.7279286779103&navigate=yes"
"PACUARE","https://www.waze.com/ul?ll=9.938%2C-84.091&navigate=yes"
"Palo Verde: Humedales, senderos y vida salvaje en Guanacaste","https://www.waze.com/ul?ll=10.345967%2C-85.33654&navigate=yes"
"Paracaídas en Quepos 🪂 | La locura más tuanis desde el cielo","https://www.waze.com/ul?ll=9.425476%2C-84.112895&navigate=yes"
"Paraíso de Manantiales, Río Cuarto - Grecia","https://www.waze.com/ul?ll=10.302%2C-84.243&navigate=yes"
"Paraíso Quetzal Lodge","https://www.waze.com/ul?ll=9.6443782%2C-83.8503199&navigate=yes"
"Parque Internacional La Amistad","https://www.waze.com/ul?ll=9.4268969%2C-83.129712&navigate=yes"
"Parque Nacional Barbilla","https://www.waze.com/ul?ll=9.9427188%2C-83.4280004&navigate=yes"
"Parque Nacional Barbilla","https://www.waze.com/ul?ll=9.972201%2C-83.464265&navigate=yes"
"Parque Nacional Barra Honda","https://www.waze.com/ul?ll=10.1711%2C-85.3481&navigate=yes"
"Parque Nacional Carara","https://www.waze.com/ul?ll=9.7900999%2C-84.5709133&navigate=yes"
"PARQUE NACIONAL CORCOVADO - PUNTARENAS","https://www.waze.com/ul?ll=9.779963%2C-83.843063&navigate=yes"
"Parque Nacional Corcovado - Sector San Pedrillo: Aventura pura en la selva","https://www.waze.com/ul?ll=8.68735808769815%2C-83.7061339&navigate=yes"
"Parque Nacional Corcovado (Sector San Pedrillo)","https://www.waze.com/ul?ll=8.6206666%2C-83.7349954&navigate=yes"
"Parque Nacional Corcovado (Sector Sirena)","https://www.waze.com/ul?ll=8.4805%2C-83.58918&navigate=yes"
"Parque Nacional Isla del Coco","https://www.waze.com/ul?ll=5.5281101%2C-87.0597617&navigate=yes"
"Parque Nacional Juan Castro Blanco","https://www.waze.com/ul?ll=10.2857034%2C-84.3293288&navigate=yes"
"Parque Nacional La Cangreja","https://www.waze.com/ul?ll=9.7034083%2C-84.3978752&navigate=yes"
"Parque Nacional Los Quetzales","https://www.waze.com/ul?ll=9.5666667%2C-83.75&navigate=yes"
"Parque Nacional Manuel Antonio","https://www.waze.com/ul?ll=9.0605046%2C-84.2449917&navigate=yes"
"Parque Nacional Marino Ballena","https://www.waze.com/ul?ll=9.1304772%2C-83.7484997&navigate=yes"
"Parque Nacional Piedras Blancas","https://www.waze.com/ul?ll=8.7028348%2C-83.2779822&navigate=yes"
"Parque Nacional Tapantí","https://www.waze.com/ul?ll=9.7592%2C-83.7844&navigate=yes"
"Parque Nacional Tortuguero","https://www.waze.com/ul?ll=10.4874212%2C-83.3846426&navigate=yes"
